,Marital status,Course Code,Attendance,Previous qualification,Previous qualification (grade),Admission grade,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target,DropOff_Rate,Appreciation_Rate
378,single,9853,present,SSCE,125,116.6,no,male,yes,18,7,12.28571429,6,13.33333333,3.51,Enrolled,0,1.05
380,married,9500,present,Bsc,133.1,140,yes,male,yes,26,5,12.74,6,10.97857143,-0.92,Dropout,1.76,0
381,single,9500,present,SSCE,170,100,yes,male,no,20,6,13.25,8,13.75,0.79,Enrolled,0,0.5
383,single,9853,present,SSCE,125,117,yes,male,yes,19,6,13.42857143,6,13.16666667,-4.06,Graduate,0.26,0
384,single,9147,present,Msc,140,140.2,yes,male,no,20,9,12.55555556,8,11.11111111,3.51,Graduate,1.44,0
385,single,9238,present,SSCE,124,129.3,yes,male,no,19,6,11.5,6,11.16666667,0.32,Graduate,0.33,0
386,single,9853,present,SSCE,140,145.3,yes,male,no,18,6,13.66666667,6,12.33333333,0.32,Graduate,1.33,0
387,single,9991,absent,HND,130,146.2,yes,male,no,28,11,11.27272727,10,12,1.74,Graduate,0,0.73
388,single,9853,present,SSCE,134,122.5,yes,male,no,22,5,13.16666667,5,12.4,-4.06,Enrolled,0.77,0
389,single,8014,absent,OND,160,156.1,yes,male,yes,21,6,14.66666667,6,14.16666667,0.79,Graduate,0.5,0
391,single,9500,present,SSCE,150,140,yes,male,no,26,5,11.2,5,12.14,-0.92,Enrolled,0,0.94
392,single,9773,present,SSCE,141,128.4,no,male,no,18,5,13,5,11.4,0.32,Dropout,1.6,0
394,single,9085,present,SSCE,166,158.7,yes,male,no,18,6,14.85714286,6,14,2.02,Graduate,0.86,0
395,single,9500,present,SSCE,147,124.5,yes,male,yes,19,7,12.86,7,12.86,1.74,Graduate,0,0
396,single,9238,present,SSCE,121,111.9,yes,male,no,20,11,11.72727273,11,12,1.79,Graduate,0,0.27
404,single,9500,present,SSCE,142,131.3,yes,male,no,19,7,14.73142857,7,14.73142857,1.74,Graduate,0,0
406,single,9070,present,Phd,120,120,yes,male,no,21,13,13.61538462,12,14.25,0.79,Graduate,0,0.63
407,single,9991,absent,Phd,140,139,yes,male,no,27,5,15.8,5,14.8,3.51,Graduate,1,0
408,single,9238,present,SSCE,135,129.1,yes,male,no,19,6,14.66666667,6,14.57142857,-4.06,Graduate,0.1,0
410,single,9500,present,SSCE,137,120.8,yes,male,yes,18,7,14.65428571,7,14.65428571,1.74,Graduate,0,0
411,single,9500,present,HND,122,135.8,yes,male,no,24,7,12.40142857,7,12.40142857,1.74,Graduate,0,0
412,single,9500,present,SSCE,128,118.9,yes,male,no,20,7,11.5875,7,14.07142857,0.79,Graduate,0,2.48
413,single,9991,absent,Phd,140,140,yes,male,no,26,5,14,5,15.6,1.79,Graduate,0,1.6
414,single,9238,present,SSCE,132,127.1,yes,male,yes,20,6,12.33333333,6,11.83333333,3.51,Graduate,0.5,0
415,single,9085,present,SSCE,131,137,yes,male,no,18,5,14,5,15.4,0.32,Graduate,0,1.4
416,single,9085,present,SSCE,126,127.4,yes,male,no,19,6,15.23076923,6,12.375,-4.06,Graduate,2.86,0
418,single,9500,present,SSCE,136,126.3,yes,male,yes,18,6,11.6,6,11.6,0.32,Graduate,0,0
420,single,9500,present,SSCE,135,126.6,yes,male,yes,19,7,12.90142857,8,13.09444444,2.02,Graduate,0,0.19
421,single,9991,absent,SSCE,160,120,yes,male,no,30,7,14.14285714,5,14.8,0.32,Graduate,0,0.66
423,single,9500,present,SSCE,140,131.5,yes,male,no,19,8,13.25375,8,13.25375,-3.12,Graduate,0,0
424,single,9130,present,SSCE,115,112.2,yes,male,no,20,7,13.78571429,8,14.1,1.79,Graduate,0,0.31
425,single,9500,present,SSCE,144,150.5,yes,male,no,20,6,13.91666667,6,13.91666667,0.32,Graduate,0,0
426,single,9670,present,SSCE,128,121,yes,male,no,19,6,13.5,6,13.57142857,2.02,Graduate,0,0.07
430,single,9500,present,SSCE,134,120.3,yes,male,yes,18,7,12.08285714,7,12.08285714,1.74,Graduate,0,0
431,single,8014,absent,SSCE,120,120,yes,male,yes,27,6,11.83333333,5,12.8,-4.06,Graduate,0,0.97
432,single,9147,present,SSCE,125,114.5,yes,male,yes,19,5,13.4,5,12.4,1.79,Graduate,1,0
434,single,9773,present,SSCE,140,124.6,yes,male,no,19,5,14.2,6,14.57142857,-4.06,Graduate,0,0.37
435,single,9500,present,SSCE,144,130.3,yes,male,yes,18,7,13.81428571,7,13.81428571,-1.7,Graduate,0,0
436,single,9254,present,SSCE,122,118.2,yes,male,yes,20,4,11.25,6,10.5,1.79,Enrolled,0.75,0
437,single,9670,present,SSCE,130,118.8,yes,male,yes,18,6,14.5,6,13.66666667,-1.7,Graduate,0.83,0
439,married,9500,present,Bsc,133.1,129,yes,male,no,36,6,11.3,6,11.3,0.32,Graduate,0,0
442,single,9500,present,SSCE,136,132.5,yes,male,no,19,7,12.3,7,12.3,-1.7,Graduate,0,0
443,single,9500,present,SSCE,127,120.3,yes,male,yes,18,7,12.69428571,7,12.69428571,1.74,Graduate,0,0
445,single,9238,present,SSCE,128,116.5,yes,male,yes,19,6,13,6,14.16666667,1.79,Graduate,0,1.17
446,single,9500,present,SSCE,128,127.8,yes,male,yes,19,7,14.4125,8,16.05,0.79,Graduate,0,1.64
447,single,9500,present,SSCE,140,129.9,yes,male,no,18,7,12.92875,8,14.0625,-4.06,Dropout,0,1.13
448,single,9773,present,SSCE,121,118.9,yes,male,no,20,6,13.33333333,5,12.8,2.02,Graduate,0.53,0
449,single,9254,present,SSCE,122,114.3,yes,male,yes,20,5,12.8,5,12.8,1.79,Enrolled,0,0
450,single,9500,present,SSCE,126,114.8,yes,male,no,20,7,14.40285714,7,14.40285714,1.74,Graduate,0,0
451,single,9500,present,SSCE,135,123,yes,male,yes,18,7,13.38142857,7,13.38142857,1.74,Graduate,0,0
452,single,9500,present,SSCE,131,122.1,yes,male,no,18,7,14.13125,8,13.98375,-4.06,Graduate,0.15,0
453,single,9085,present,SSCE,140,123.7,yes,male,no,19,5,11.71428571,5,12.6,-3.12,Graduate,0,0.89
457,single,9853,present,SSCE,140,122.3,yes,male,no,22,5,13.6,5,12,-1.7,Dropout,1.6,0
458,married,9003,present,SSCE,130,152.4,yes,male,no,36,12,13.84615385,11,14.09090909,3.51,Graduate,0,0.24
459,single,9773,present,SSCE,125,120.1,yes,male,yes,18,6,12.5,6,13.33333333,-0.92,Graduate,0,0.83
460,single,9130,present,SSCE,160,155.1,yes,male,no,20,5,16.4,5,14.6,-1.7,Graduate,1.8,0
461,single,9070,present,SSCE,130,124.5,yes,male,yes,20,11,13.81818182,11,13.45454545,2.02,Graduate,0.36,0
463,single,9147,present,Bsc,133.1,153.2,yes,male,no,24,5,10.2,5,12.2,1.79,Graduate,0,2
465,single,8014,absent,SSCE,133.1,135,yes,male,no,27,9,11.44444444,5,10.8,1.74,Dropout,0.64,0
466,single,9853,present,SSCE,133,131.3,yes,male,no,20,5,14.33333333,8,12.625,-4.06,Enrolled,1.71,0
467,single,9238,present,SSCE,129,125.2,yes,male,yes,23,16,13,13,13.26666667,-3.12,Graduate,0,0.27
468,single,9500,present,SSCE,144,141.3,yes,male,yes,18,8,13.31,8,13.31,-3.12,Graduate,0,0
469,single,9238,present,SSCE,120,117.1,yes,male,yes,18,5,10.57142857,5,12.2,-1.7,Graduate,0,1.63
470,single,9500,present,SSCE,144,126.5,yes,male,yes,20,7,13.48714286,7,13.48714286,1.74,Graduate,0,0
471,single,9254,present,SSCE,132,120.1,yes,male,yes,20,6,12.33333333,6,11.83333333,0.79,Graduate,0.5,0
472,single,9670,present,SSCE,142,128.4,yes,male,no,23,6,11.875,5,12.83333333,2.02,Dropout,0,0.96
473,single,9500,present,SSCE,136,140,yes,male,no,20,6,13.96666667,6,13.96666667,0.32,Graduate,0,0
475,single,9670,present,SSCE,122,116.8,yes,male,no,21,4,11.5,5,12.8,0.32,Graduate,0,1.3
478,single,9500,present,SSCE,117,113.2,yes,male,no,18,6,11.98,7,13.225,-0.92,Graduate,0,1.24
479,single,9238,present,SSCE,128,118.6,yes,male,yes,21,5,13.2,5,11.8,3.51,Enrolled,1.4,0
480,single,9500,present,SSCE,136,123.8,yes,male,no,19,6,11.61428571,8,14.0375,0.79,Graduate,0,2.42
481,single,9500,present,SSCE,141,126.7,yes,male,yes,18,7,14.31428571,7,14.31428571,-1.7,Graduate,0,0
484,single,9500,present,SSCE,102,100.6,yes,male,yes,20,6,12.76666667,7,12.12857143,1.79,Graduate,0.64,0
485,single,9853,present,SSCE,126,132.7,yes,male,yes,18,6,12.66666667,5,12.2,1.74,Graduate,0.47,0
488,single,9500,present,SSCE,132,128.3,yes,male,yes,19,7,14.70625,8,14.4775,-4.06,Graduate,0.23,0
489,single,9500,present,SSCE,128,118.6,yes,male,yes,19,6,11.81428571,7,13.54285714,0.79,Graduate,0,1.73
490,single,9070,present,SSCE,115,123.4,yes,male,no,23,6,13,6,11.875,0.79,Graduate,1.12,0
491,single,9670,present,SSCE,125,124,yes,male,no,19,6,14.85714286,6,13.33333333,1.79,Graduate,1.52,0
492,single,9500,present,SSCE,137,121.3,yes,male,no,20,6,12.6,6,12.6,0.32,Graduate,0,0
494,single,9853,present,SSCE,126,116.9,yes,male,no,18,6,10.66666667,6,12.83333333,0.79,Enrolled,0,2.17
497,single,9254,present,SSCE,122,130.4,yes,male,no,18,5,11.8,5,12.2,2.02,Graduate,0,0.4
498,single,9070,present,SSCE,126,118.7,yes,male,no,18,5,11.8,6,12.66666667,-0.92,Graduate,0,0.87
499,single,9500,present,SSCE,128,131.5,yes,male,no,18,8,12.77125,8,12.77125,-3.12,Graduate,0,0
500,single,9085,present,SSCE,134,120.4,yes,male,no,20,3,11.33333333,5,12.6,-3.12,Enrolled,0,1.27
501,single,9254,present,SSCE,128,129.1,yes,male,no,18,6,12.66666667,5,14.6,2.02,Graduate,0,1.93
504,single,9500,present,SSCE,135,132.8,yes,male,yes,18,7,11.72142857,7,11.72142857,-1.7,Graduate,0,0
506,single,9130,present,SSCE,140,152.8,yes,male,no,26,7,14.75,5,13.8,-0.92,Enrolled,0.95,0
507,single,9773,present,SSCE,138,133.5,yes,male,no,18,6,12.66666667,6,13.66666667,-1.7,Graduate,0,1
508,single,9130,present,SSCE,150,146.2,yes,male,no,18,4,13,5,14,-3.12,Dropout,0,1
516,married,9003,present,SSCE,120,148.8,yes,male,no,50,6,12.5,5,12.4,3.51,Graduate,0.1,0
519,single,9853,present,SSCE,118,112.1,yes,male,no,23,4,11.25,5,10.2,0.32,Dropout,1.05,0
520,single,9500,present,SSCE,135,126.8,yes,male,yes,18,7,12.61,7,12.61,1.74,Graduate,0,0
521,single,9130,present,SSCE,130,115.9,yes,male,no,18,2,12,5,12.6,-3.12,Graduate,0,0.6
522,single,9238,present,SSCE,150,132.5,no,male,no,20,5,13,6,13.5,0.79,Graduate,0,0.5
523,single,9085,present,SSCE,149,132.2,yes,male,yes,18,4,12,5,13,1.74,Graduate,0,1
532,single,9500,present,SSCE,145,127.3,yes,female,no,18,7,11.69,7,11.69,1.74,Graduate,0,0
535,single,9991,absent,SSCE,150,100,yes,female,no,24,4,11.5,5,11.28571429,0.79,Graduate,0.21,0
537,single,9254,present,SSCE,127,116.9,yes,female,no,21,5,11,5,12.4,-4.06,Graduate,0,1.4
538,single,9003,present,OND,140,140,yes,female,no,21,6,12.85714286,6,13.16666667,1.79,Graduate,0,0.31
539,single,9773,present,SSCE,128,122.1,yes,female,no,19,4,12.5,6,11.33333333,1.74,Dropout,1.17,0
540,single,9500,present,SSCE,127,160,yes,female,no,28,7,14.52857143,8,15.01818182,-0.92,Graduate,0,0.49
542,single,9003,present,OND,150,150,yes,female,yes,21,6,13,6,12.625,-4.06,Graduate,0.38,0
543,single,9500,present,SSCE,154,144.9,yes,female,yes,18,7,15.95714286,8,15.18888889,-0.92,Graduate,0.77,0
544,single,9119,present,SSCE,127,121.1,yes,female,yes,18,5,13.2,5,12.6,3.51,Enrolled,0.6,0
548,single,9500,present,SSCE,149,138,yes,female,no,18,6,13.49666667,6,13.49666667,-3.12,Enrolled,0,0
549,single,9147,present,SSCE,125,116.3,yes,female,no,19,5,13.25,5,11,0.79,Graduate,2.25,0
555,single,9003,present,OND,150,150,yes,female,no,25,14,12.42857143,6,10.85714286,-4.06,Dropout,1.57,0
559,single,9500,present,SSCE,111,128.2,yes,female,no,23,8,12.5075,8,12.5075,-3.12,Graduate,0,0
560,single,9003,present,Msc,140,135.3,yes,female,no,21,11,12.09090909,11,12,3.51,Graduate,0.09,0
563,single,9130,present,SSCE,132,130.4,yes,female,no,18,6,13.5,5,13.2,3.51,Graduate,0.3,0
564,single,9070,present,Bsc,119,123.2,yes,female,no,22,6,14.16666667,6,13.625,1.74,Graduate,0.54,0
565,single,9670,present,SSCE,133.1,118,yes,female,no,27,6,14,6,14.71428571,3.51,Graduate,0,0.71
568,single,9085,present,SSCE,128,117.2,yes,female,no,20,5,14.6,5,14.2,-1.7,Graduate,0.4,0
569,single,9003,present,SSCE,120,120,yes,female,no,27,5,13,5,11.5,-0.92,Graduate,1.5,0
570,single,8014,absent,SSCE,130,118.1,yes,female,no,20,6,12.16666667,6,12,0.32,Graduate,0.17,0
573,single,9147,present,SSCE,121,116.8,yes,female,no,20,3,12.4,5,10.83333333,0.79,Enrolled,1.57,0
576,single,9500,present,SSCE,149,137.5,yes,female,no,19,7,13.82857143,7,13.82857143,-1.7,Graduate,0,0
577,single,9991,absent,SSCE,172,150,yes,male,yes,28,5,10.6,5,10.2,-3.12,Enrolled,0.4,0
578,married,9238,present,SSCE,134,120.4,yes,male,no,20,6,11.5,6,11.66666667,0.32,Graduate,0,0.17
579,single,9070,present,SSCE,136,136.7,yes,male,no,20,4,13.5,6,13.625,1.74,Graduate,0,0.12
581,single,9500,present,SSCE,141,133,yes,male,no,18,7,12.5375,7,12.61428571,0.79,Graduate,0,0.08
582,single,9670,present,SSCE,141,128.8,yes,male,no,19,6,14.83333333,6,13.28571429,3.51,Enrolled,1.55,0
584,single,9254,present,SSCE,102,102,yes,male,no,19,5,11.8,5,11.6,1.74,Graduate,0.2,0
585,single,9147,present,SSCE,143,133.9,yes,male,yes,18,5,15,5,15.2,-1.7,Graduate,0,0.2
586,single,9085,present,SSCE,120,127,yes,male,no,19,3,12,5,13.2,0.32,Graduate,0,1.2
587,single,9773,present,SSCE,121,120.4,yes,male,yes,18,6,12.83333333,6,12.28571429,-4.06,Graduate,0.55,0
589,single,9130,present,SSCE,122,123.9,yes,male,no,19,7,12.1625,8,13.825,0.79,Graduate,0,1.66
590,single,9670,present,SSCE,123,117.8,yes,male,no,18,6,13.83333333,6,14.55555556,1.74,Graduate,0,0.72
591,single,9500,present,SSCE,133,126.7,yes,male,no,19,4,12.45,5,11.7,-0.92,Enrolled,0.75,0
592,single,9670,present,OND,110,110,yes,male,yes,20,6,12.125,6,13.57142857,2.02,Graduate,0,1.45
594,single,9003,present,SSCE,119,113.2,yes,male,no,20,6,13.33333333,5,14,2.02,Enrolled,0,0.67
595,single,9991,absent,HND,120,141,yes,male,no,29,11,11.45454545,11,11.54545455,1.74,Dropout,0,0.09
597,married,9853,present,SSCE,143,140,no,male,no,31,6,12.66666667,5,12.6,3.51,Dropout,0.07,0
598,single,9670,present,SSCE,149,134.3,yes,male,no,20,6,12.66666667,6,13.77777778,1.74,Graduate,0,1.11
599,single,9003,present,SSCE,133,125.3,yes,male,no,21,18,11.88888889,13,11.46153846,-4.06,Graduate,0.43,0
602,single,9500,present,Phd,170,170,yes,male,no,24,7,16.88571429,8,15.74444444,-0.92,Graduate,1.14,0
603,single,8014,absent,SSCE,120,150.5,yes,male,no,27,6,12.5,6,12.33333333,-4.06,Graduate,0.17,0
604,single,9500,present,SSCE,143,128,yes,male,yes,18,7,13.05555556,8,15.8125,0.79,Graduate,0,2.76
607,single,9500,present,SSCE,131,125.3,yes,male,yes,19,7,12.35571429,7,12.35571429,1.74,Graduate,0,0
609,single,9500,present,SSCE,126,124.3,yes,male,yes,18,5,11.98,5,11.98,0.32,Enrolled,0,0
610,single,9853,present,SSCE,112,106.1,yes,male,yes,20,7,13.85714286,7,12.57142857,3.51,Graduate,1.29,0
611,married,8014,absent,SSCE,150,139.9,yes,male,no,24,5,13,6,14.16666667,-3.12,Graduate,0,1.17
612,single,9070,present,SSCE,116,110.8,yes,male,no,20,6,12.83333333,6,11.16666667,1.79,Graduate,1.67,0
613,single,9147,present,SSCE,118,118,yes,male,no,20,4,11,5,13.2,1.79,Enrolled,0,2.2
614,single,9500,present,SSCE,130,117.8,yes,male,yes,19,7,12.35714286,7,12.35714286,-1.7,Graduate,0,0
615,single,9500,present,SSCE,144,127.5,yes,male,yes,18,7,13.85714286,7,13.85714286,-1.7,Graduate,0,0
616,single,9238,present,HND,105,129.7,yes,male,yes,20,6,12.33333333,6,10.66666667,-3.12,Graduate,1.67,0
617,single,9500,present,SSCE,143,130.6,yes,male,no,20,7,12.84714286,8,13.78888889,-0.92,Graduate,0,0.94
618,single,9500,present,SSCE,137,126.3,yes,male,yes,19,6,12.34,8,13.01875,2.02,Graduate,0,0.68
620,single,9773,present,SSCE,133.1,105,yes,male,no,20,6,13.83333333,6,12.5,-1.7,Graduate,1.33,0
623,single,9500,present,SSCE,137,131,yes,male,yes,18,8,13.73125,8,13.73125,-3.12,Graduate,0,0
625,single,9853,present,SSCE,133.1,132,yes,male,no,21,5,12,5,10.8,-1.7,Dropout,1.2,0
626,single,8014,absent,OND,130,130,yes,male,no,23,9,10.88888889,6,11.33333333,2.02,Graduate,0,0.44
627,single,9500,present,SSCE,106,109.5,yes,male,no,19,7,13.025,8,13.81111111,0.79,Graduate,0,0.79
628,single,9773,present,SSCE,125,115.9,yes,male,no,18,6,13,6,14.16666667,1.79,Graduate,0,1.17
629,single,9773,present,SSCE,134,131.6,yes,male,no,19,5,11.8,5,12,1.74,Graduate,0,0.2
630,single,9500,present,SSCE,133.1,120,yes,male,yes,25,7,12.04285714,7,12.04285714,-1.7,Graduate,0,0
632,single,9500,present,SSCE,136,136.4,yes,male,yes,19,7,12.8375,8,15.5,0.79,Graduate,0,2.66
633,single,9130,present,SSCE,120,120,yes,male,yes,24,7,11,7,11.7,-1.7,Graduate,0,0.7
634,single,9670,present,SSCE,135,132.6,yes,male,yes,18,6,13.5,5,14,3.51,Graduate,0,0.5
635,single,9238,present,SSCE,122,112.9,yes,male,yes,19,6,12.125,6,12.71428571,-0.92,Graduate,0,0.59
636,single,9500,present,SSCE,147,134.3,yes,male,yes,18,7,12.62857143,7,12.62857143,-1.7,Graduate,0,0
638,single,9238,present,SSCE,121,117.2,yes,male,no,19,5,11.2,5,11.6,-4.06,Graduate,0,0.4
639,single,9773,present,SSCE,135,129.8,yes,male,yes,18,6,12.66666667,6,11.83333333,-1.7,Dropout,0.83,0
643,single,9500,present,SSCE,143,133.8,yes,male,no,18,8,14.26875,8,14.26875,-3.12,Enrolled,0,0
647,married,9991,absent,HND,140,152.4,yes,male,no,26,5,12,5,14.83333333,1.74,Graduate,0,2.83
648,single,9130,present,SSCE,120,110.2,yes,male,no,27,7,12.22857143,8,13.2125,1.74,Graduate,0,0.98
650,single,9238,present,SSCE,151,144.4,yes,male,no,18,6,15.375,6,16.42857143,-0.92,Graduate,0,1.05
651,single,9085,present,Msc,140,143.3,no,male,no,23,9,13.66666667,6,13.5,3.51,Enrolled,0.17,0
652,single,9500,present,Bsc,133.1,100,yes,male,no,24,7,12.61428571,7,12.61428571,-1.7,Graduate,0,0
653,single,9238,present,OND,130,126.3,yes,male,yes,19,5,12.2,6,11.5,0.79,Graduate,0.7,0
657,single,8014,absent,SSCE,121,112.3,yes,male,no,22,13,10.92307692,11,11.45454545,-0.92,Graduate,0,0.53
658,single,9070,present,SSCE,141,127,yes,male,no,20,5,12.4,5,12.4,-1.7,Graduate,0,0
660,single,9003,present,OND,180,180,yes,male,no,21,6,15.83333333,6,15.5,-4.06,Graduate,0.33,0
661,single,9500,present,SSCE,117,117.4,yes,male,no,19,5,11.8,6,11.70833333,2.02,Enrolled,0.09,0
662,single,9773,present,SSCE,127,115.8,yes,male,no,18,6,12.57142857,6,13.66666667,0.79,Graduate,0,1.1
664,single,9500,present,SSCE,143,129,yes,female,no,19,7,13.3625,8,14.44444444,0.79,Graduate,0,1.08
665,single,9085,present,SSCE,144,137.6,yes,male,yes,19,5,15.4,5,16,1.74,Graduate,0,0.6
667,single,9238,present,OND,140,129.1,yes,male,yes,20,11,12.81818182,11,13.54545455,1.79,Graduate,0,0.73
669,single,9500,present,SSCE,100,134.3,yes,male,no,28,17,13.39473684,17,13.55473684,-0.92,Graduate,0,0.16
670,single,9238,present,SSCE,151,138.4,yes,male,yes,20,6,14.25,6,11,-1.7,Graduate,3.25,0
671,single,8014,absent,SSCE,120,120,yes,male,no,30,9,13.44444444,7,14.71428571,0.32,Dropout,0,1.27
672,single,9500,present,SSCE,135,123.5,yes,male,yes,19,7,12.28571429,8,11.7375,1.79,Graduate,0.55,0
673,single,9070,present,SSCE,121,116.1,yes,male,no,22,6,11.66666667,5,13.2,-1.7,Graduate,0,1.53
674,single,9254,present,SSCE,116,110.8,yes,male,no,18,6,12.16666667,6,13.5,2.02,Graduate,0,1.33
676,single,9070,present,SSCE,160,155.5,yes,male,no,18,6,14,6,15,2.02,Graduate,0,1
680,single,9254,present,SSCE,124,123.3,yes,male,no,22,6,10.83333333,6,10.66666667,0.79,Graduate,0.17,0
681,single,9238,present,OND,140,137.5,yes,male,yes,23,6,13.14285714,6,14,1.79,Graduate,0,0.86
682,single,9085,present,SSCE,170,166.6,no,male,yes,20,5,14.4,5,14,-1.7,Dropout,0.4,0
684,married,9003,present,Bsc,133.1,110,yes,female,no,49,7,12,9,11.22222222,-4.06,Graduate,0.78,0
685,married,9991,absent,SSCE,100,128.2,yes,female,no,46,9,12.2,10,12.8,0.32,Graduate,0,0.6
687,single,9500,present,SSCE,133,128.8,yes,female,no,18,7,11.8375,8,12.48125,0.79,Graduate,0,0.64
688,married,9991,absent,SSCE,120,170,yes,female,no,43,5,11.8,5,14,-3.12,Graduate,0,2.2
691,married,9003,present,SSCE,133.1,136,yes,female,no,41,19,12.68421053,13,12.38461538,-4.06,Graduate,0.3,0
696,married,8014,absent,SSCE,165,162.9,yes,female,no,45,6,13.66666667,6,13.66666667,0.32,Graduate,0,0
697,single,9254,present,SSCE,154,137.2,yes,female,no,20,3,10,5,10.8,-4.06,Enrolled,0,0.8
698,single,9003,present,OND,140,140,yes,female,no,22,5,12.6,6,11.71428571,1.79,Graduate,0.89,0
704,single,9238,present,Phd,100,124.3,yes,female,no,47,9,13.11111111,7,14.85714286,1.74,Graduate,0,1.75
706,married,8014,absent,SSCE,133.1,144.3,yes,female,no,41,10,12.5,7,12.14285714,1.74,Graduate,0.36,0
707,married,9003,present,SSCE,150,140,yes,female,no,60,18,14.11111111,13,14.23076923,-4.06,Graduate,0,0.12
708,married,9254,present,SSCE,120,148.3,yes,female,no,47,11,14.72727273,9,15.77777778,1.74,Graduate,0,1.05
712,married,9085,present,SSCE,133.1,110.3,yes,female,no,33,4,13.5,5,11.6,0.32,Graduate,1.9,0
713,single,9500,present,SSCE,143,129,yes,female,no,18,7,13.10571429,7,13.10571429,1.74,Graduate,0,0
714,married,9085,present,SSCE,120,150,yes,female,no,43,5,13.5,5,14.4,-3.12,Graduate,0,0.9
715,single,8014,absent,SSCE,161,100,yes,female,no,44,13,11.84615385,11,12,-1.7,Graduate,0,0.15
718,married,9991,absent,Bsc,123,123,yes,female,no,37,5,15.8,5,17.6,-3.12,Enrolled,0,1.8
719,single,9670,present,SSCE,142,138.5,yes,female,no,18,5,13.8,5,12.4,0.79,Enrolled,1.4,0
721,single,9254,present,SSCE,115,113.6,yes,female,no,23,6,13,6,12,2.02,Enrolled,1,0
725,married,9500,present,HND,140,140,yes,female,no,51,7,15.2,8,16.575,0.79,Graduate,0,1.38
726,single,9670,present,SSCE,140,126.6,yes,female,no,19,6,14.42857143,7,14.375,2.02,Graduate,0.05,0
729,single,9670,present,SSCE,141,133.3,yes,female,no,18,4,13.75,5,11.2,0.79,Enrolled,2.55,0
731,single,9003,present,OND,140,140,yes,female,no,21,5,12.14285714,5,11.66666667,0.79,Graduate,0.48,0
732,single,9254,present,SSCE,132,124.7,yes,female,no,21,6,12,5,11.6,0.79,Graduate,0.4,0
735,single,9670,present,SSCE,110,115.6,yes,female,no,21,6,11.875,5,12,2.02,Graduate,0,0.12
736,single,9773,present,SSCE,140,116.9,yes,female,no,32,7,11.28571429,6,12.33333333,0.79,Enrolled,0,1.05
738,single,171,present,SSCE,137,146.5,yes,female,no,19,11,12,10,11.18181818,3.51,Enrolled,0.82,0
739,single,9773,present,SSCE,158,117.1,yes,female,no,20,6,13.83333333,5,13,3.51,Dropout,0.83,0
741,single,9254,present,SSCE,136,128.7,yes,female,no,19,6,14.42857143,6,12.5,3.51,Graduate,1.93,0
742,single,9500,present,SSCE,142,132.9,yes,female,no,18,5,14.2,6,12.4,1.79,Dropout,1.8,0
744,single,9773,present,Phd,120,129.8,yes,female,no,52,5,13,6,15,-3.12,Graduate,0,2
747,single,9085,present,SSCE,110,117.2,yes,female,no,28,18,12.5,12,11.42857143,-4.06,Graduate,1.07,0
749,single,9500,present,SSCE,134,128.4,yes,male,no,18,7,13.47142857,8,13.94444444,-0.92,Graduate,0,0.47
751,single,9070,present,SSCE,141,126.7,yes,male,yes,20,6,13.33333333,6,14.66666667,-1.7,Graduate,0,1.33
752,single,9500,present,SSCE,123,123,yes,male,yes,21,8,13.105,8,13.105,-3.12,Graduate,0,0
754,single,9070,present,SSCE,122,125.9,yes,female,yes,20,6,15.5,6,12.16666667,1.79,Graduate,3.33,0
757,single,9991,absent,SSCE,130,126.5,no,female,no,23,12,11,11,11.36363636,0.32,Dropout,0,0.36
759,married,9147,present,SSCE,133.1,109,yes,male,no,46,8,11.375,5,11.8,-3.12,Graduate,0,0.43
760,single,9003,present,SSCE,125,100,yes,female,no,27,18,12.22222222,12,12.38461538,-4.06,Graduate,0,0.16
762,married,8014,absent,Bsc,100,120,yes,female,no,41,9,12,6,12,-3.12,Graduate,0,0
764,married,8014,absent,OND,150,154,yes,female,no,37,16,14.125,10,13,1.79,Graduate,1.12,0
765,single,9147,present,SSCE,120,111.3,yes,female,no,20,5,10.2,5,11.2,1.79,Enrolled,0,1
