,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
143,1,1,3,9238,1,1,135.0,1,1,12,9.0,10.0,121.0,1,0,1,0,1,19.0,0,0.0,6.0,7.0,6.0,11.333333333333334,0,0.0,6.0,6.0,6.0,11.5,0,12.4,0.5,1.79,Graduate
144,1,1,3,9500,1,1,141.0,1,19,19,9.0,7.0,131.7,1,0,1,0,1,19.0,0,0.0,7.0,10.0,7.0,13.605,0,0.0,8.0,11.0,8.0,12.33125,0,15.5,2.8,-4.06,Graduate
145,1,17,5,9853,1,1,132.0,1,37,38,5.0,6.0,119.1,1,0,1,0,1,19.0,0,0.0,6.0,10.0,5.0,12.0,0,0.0,6.0,9.0,5.0,10.8,0,9.4,-0.8,-3.12,Graduate
146,1,1,4,9254,1,1,132.0,1,12,19,9.0,9.0,124.7,1,0,1,0,0,19.0,0,0.0,5.0,10.0,0.0,0.0,0,0.0,5.0,10.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
147,1,17,1,9254,1,1,113.0,1,1,37,9.0,10.0,117.2,1,0,1,0,0,20.0,0,0.0,6.0,8.0,5.0,11.2,0,0.0,6.0,12.0,3.0,11.666666666666666,0,7.6,2.6,0.32,Dropout
148,1,1,1,9147,1,1,134.0,1,3,19,2.0,10.0,128.8,0,0,1,0,0,18.0,0,0.0,5.0,10.0,5.0,13.375,0,0.0,5.0,9.0,5.0,14.166666666666666,0,13.9,-0.3,0.79,Graduate
149,1,1,1,9500,1,1,136.0,1,1,19,9.0,9.0,131.5,0,0,1,0,1,20.0,0,0.0,7.0,8.0,6.0,13.863333333333337,0,0.0,8.0,9.0,7.0,14.178571428571429,0,11.1,0.6,2.02,Graduate
151,1,1,1,9085,1,1,129.0,1,1,38,4.0,7.0,123.4,0,0,1,0,0,19.0,0,0.0,5.0,6.0,5.0,12.4,0,0.0,5.0,6.0,5.0,13.4,0,7.6,2.6,0.32,Graduate
153,1,1,1,9853,1,1,137.0,1,37,37,9.0,9.0,132.8,1,0,1,0,0,18.0,0,0.0,6.0,7.0,6.0,13.333333333333334,0,0.0,6.0,8.0,5.0,11.8,0,7.6,2.6,0.32,Graduate
154,1,43,1,9853,1,1,115.0,1,3,37,2.0,5.0,108.7,1,0,1,0,0,21.0,0,0.0,6.0,10.0,3.0,12.666666666666666,0,0.0,6.0,12.0,3.0,10.0,0,9.4,-0.8,-3.12,Dropout
155,1,1,1,9853,1,1,129.0,1,38,37,6.0,6.0,138.1,0,0,1,0,0,19.0,0,0.0,6.0,8.0,6.0,12.0,0,0.0,6.0,10.0,4.0,11.5,0,7.6,2.6,0.32,Dropout
156,1,1,1,9147,1,1,131.0,1,38,38,9.0,9.0,126.5,0,0,1,0,1,18.0,0,0.0,5.0,5.0,5.0,10.6,0,0.0,5.0,5.0,5.0,11.8,0,12.4,0.5,1.79,Graduate
157,1,17,2,9238,1,1,133.0,1,1,37,7.0,9.0,127.4,1,0,1,0,1,18.0,0,0.0,6.0,8.0,6.0,12.25,0,0.0,6.0,7.0,6.0,11.857142857142858,0,12.7,3.7,-1.7,Graduate
158,1,1,3,9238,1,1,125.0,1,19,1,9.0,10.0,123.6,1,0,1,0,0,20.0,0,0.0,6.0,10.0,4.0,11.0,0,0.0,6.0,9.0,6.0,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
159,1,39,1,8014,0,1,120.0,1,1,19,6.0,8.0,122.0,0,0,1,0,1,24.0,0,0.0,6.0,11.0,5.0,11.0,0,0.0,6.0,9.0,5.0,12.6,0,11.1,0.6,2.02,Graduate
160,1,1,1,9670,1,1,128.0,1,19,1,4.0,1.0,118.2,0,0,1,0,0,19.0,0,0.0,6.0,6.0,6.0,13.166666666666666,0,0.0,6.0,9.0,6.0,13.0,0,10.8,1.4,1.74,Dropout
161,1,1,1,9500,1,1,127.0,1,19,37,9.0,7.0,123.9,1,0,1,0,1,18.0,0,0.0,7.0,9.0,7.0,12.855555555555554,0,0.0,8.0,12.0,7.0,12.761111111111113,0,15.5,2.8,-4.06,Graduate
162,1,1,2,9500,1,1,134.0,1,19,19,9.0,9.0,125.8,1,0,1,0,0,18.0,0,0.0,7.0,8.0,7.0,14.91875,0,0.0,8.0,8.0,8.0,15.355,0,15.5,2.8,-4.06,Graduate
163,1,17,5,9853,1,1,132.0,1,12,12,4.0,4.0,123.3,1,0,1,0,0,21.0,0,0.0,6.0,13.0,4.0,11.5,0,0.0,6.0,10.0,3.0,11.0,0,10.8,1.4,1.74,Dropout
164,1,17,2,9670,1,1,124.0,1,1,19,5.0,4.0,124.4,0,0,1,0,0,19.0,0,0.0,5.0,5.0,5.0,14.2,0,0.0,5.0,5.0,5.0,14.2,0,7.6,2.6,0.32,Graduate
165,1,17,1,9773,1,1,133.1,1,19,37,7.0,7.0,126.0,0,0,1,0,1,19.0,0,0.0,6.0,6.0,6.0,12.5,0,0.0,6.0,7.0,6.0,13.0,0,15.5,2.8,-4.06,Graduate
167,1,17,3,9238,1,1,125.0,1,19,19,7.0,8.0,121.5,0,0,1,0,0,19.0,0,0.0,6.0,10.0,5.0,11.666666666666666,0,0.0,6.0,12.0,4.0,11.0,0,13.9,-0.3,0.79,Graduate
168,1,39,1,9500,1,3,130.0,1,2,2,1.0,1.0,130.0,0,0,1,0,0,29.0,0,1.0,8.0,8.0,7.0,14.257142857142856,0,1.0,8.0,8.0,7.0,14.257142857142856,0,12.7,3.7,-1.7,Graduate
169,1,43,1,9238,1,1,125.0,1,19,19,4.0,8.0,117.0,1,0,1,0,0,21.0,0,0.0,6.0,13.0,3.0,12.0,0,0.0,6.0,12.0,2.0,11.333333333333334,0,16.2,0.3,-0.92,Dropout
171,1,17,2,9130,1,1,133.1,1,37,37,3.0,10.0,108.0,0,0,1,0,0,20.0,0,0.0,7.0,8.0,7.0,12.457142857142856,0,0.0,8.0,8.0,8.0,13.5625,0,15.5,2.8,-4.06,Graduate
172,1,17,1,9500,1,1,131.0,1,2,38,4.0,5.0,132.3,1,0,1,0,0,19.0,0,0.0,7.0,7.0,6.0,11.683333333333332,0,0.0,7.0,7.0,6.0,11.683333333333332,0,7.6,2.6,0.32,Graduate
173,1,42,1,8014,0,1,150.0,1,19,2,4.0,6.0,148.0,0,0,1,0,0,26.0,0,0.0,6.0,10.0,3.0,11.666666666666666,0,0.0,6.0,8.0,5.0,12.0,0,9.4,-0.8,-3.12,Graduate
174,1,17,2,9254,1,1,125.0,1,37,37,9.0,8.0,122.6,1,1,0,0,0,20.0,0,0.0,6.0,8.0,4.0,11.75,0,0.0,6.0,6.0,6.0,13.166666666666666,0,11.1,0.6,2.02,Dropout
176,1,39,1,9853,1,1,130.0,1,37,19,9.0,5.0,102.5,0,0,1,0,0,27.0,0,0.0,6.0,9.0,5.0,13.2,0,0.0,6.0,10.0,5.0,12.0,0,7.6,2.6,0.32,Graduate
177,1,1,2,9500,1,1,123.0,1,34,34,5.0,7.0,113.3,1,0,1,0,0,20.0,0,0.0,7.0,8.0,4.0,11.95,0,0.0,7.0,8.0,4.0,11.95,0,7.6,2.6,0.32,Dropout
178,1,1,5,9853,1,1,141.0,1,37,19,9.0,5.0,133.0,1,0,1,0,0,18.0,0,0.0,6.0,8.0,5.0,12.4,0,0.0,6.0,12.0,5.0,10.4,0,9.4,-0.8,-3.12,Dropout
179,1,7,1,9500,1,3,140.0,1,1,1,9.0,5.0,140.0,0,0,1,0,0,33.0,0,2.0,7.0,8.0,6.0,14.35,0,3.0,8.0,10.0,6.0,14.583333333333334,0,16.2,0.3,-0.92,Dropout
180,1,43,1,9853,1,1,140.0,1,3,1,3.0,3.0,128.3,1,0,1,0,0,35.0,0,0.0,6.0,21.0,5.0,12.61904761904762,0,13.0,6.0,19.0,5.0,12.789473684210526,0,12.4,0.5,1.79,Graduate
182,1,39,1,9773,1,19,133.1,1,19,19,3.0,4.0,104.0,0,1,0,0,0,27.0,0,0.0,6.0,6.0,5.0,12.0,0,0.0,6.0,6.0,0.0,0.0,0,11.1,0.6,2.02,Dropout
183,1,18,3,9070,1,1,131.0,1,1,37,5.0,5.0,122.3,1,0,0,0,0,19.0,0,0.0,6.0,6.0,6.0,12.166666666666666,0,0.0,6.0,6.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
184,1,17,2,9254,1,1,143.0,1,1,19,4.0,6.0,135.0,0,0,1,0,0,20.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,11.1,0.6,2.02,Dropout
185,1,18,2,9147,1,1,132.0,1,3,3,5.0,7.0,119.1,1,1,0,0,0,20.0,0,0.0,5.0,9.0,3.0,10.0,0,0.0,5.0,9.0,3.0,10.571428571428571,0,10.8,1.4,1.74,Dropout
187,1,17,3,9500,1,1,141.0,1,38,1,9.0,4.0,129.0,1,0,1,0,1,18.0,0,0.0,7.0,7.0,6.0,13.05,0,0.0,7.0,7.0,6.0,13.05,0,7.6,2.6,0.32,Graduate
188,1,39,1,9085,1,1,133.1,1,1,19,9.0,9.0,162.3,1,0,1,0,0,24.0,0,0.0,6.0,10.0,2.0,11.0,0,0.0,6.0,6.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
189,1,17,4,9070,1,1,148.0,1,1,3,4.0,1.0,163.4,1,0,1,0,0,20.0,0,0.0,6.0,7.0,6.0,11.5,0,0.0,6.0,6.0,6.0,12.0,0,16.2,0.3,-0.92,Graduate
190,1,1,1,9254,1,1,125.0,1,19,38,9.0,8.0,121.5,0,0,1,0,1,21.0,0,0.0,6.0,7.0,6.0,12.0,0,0.0,6.0,6.0,6.0,12.5,0,13.9,-0.3,0.79,Graduate
192,1,39,1,9147,1,1,140.0,1,12,3,4.0,3.0,118.0,1,0,1,0,0,24.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
193,1,51,1,9853,1,1,139.0,1,1,1,4.0,10.0,134.0,0,0,1,0,0,21.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,12.4,0.5,1.79,Dropout
194,1,1,4,9500,1,1,142.0,1,38,38,9.0,8.0,129.8,1,0,1,0,0,18.0,0,0.0,8.0,8.0,7.0,12.242857142857144,0,0.0,8.0,8.0,7.0,12.242857142857144,0,12.7,3.7,-1.7,Graduate
195,1,39,1,9991,0,40,130.0,1,19,1,3.0,4.0,152.0,1,0,1,0,0,27.0,0,0.0,5.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
196,1,18,6,9500,1,1,126.0,1,37,37,5.0,5.0,122.8,1,0,1,0,0,18.0,0,0.0,8.0,8.0,8.0,12.93375,0,0.0,8.0,8.0,8.0,12.93375,0,9.4,-0.8,-3.12,Graduate
197,1,7,1,9119,1,3,150.0,1,3,2,2.0,2.0,150.0,0,0,1,0,0,35.0,0,0.0,5.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0,13.9,-0.3,0.79,Dropout
198,1,1,1,9853,1,1,130.0,1,19,19,3.0,8.0,131.8,0,0,1,0,0,18.0,0,0.0,7.0,9.0,7.0,12.571428571428571,0,0.0,7.0,8.0,7.0,14.428571428571429,0,11.1,0.6,2.02,Graduate
200,1,1,1,9085,1,1,138.0,1,1,1,4.0,7.0,132.1,1,0,1,0,0,19.0,0,0.0,5.0,9.0,4.0,13.75,0,0.0,5.0,13.0,4.0,14.333333333333334,2,10.8,1.4,1.74,Graduate
201,1,1,4,9238,1,1,127.0,1,19,19,4.0,0.0,127.4,1,0,1,0,0,20.0,0,0.0,6.0,8.0,6.0,11.166666666666666,0,0.0,6.0,6.0,6.0,11.333333333333334,0,7.6,2.6,0.32,Graduate
202,1,1,4,9500,1,1,140.0,1,19,19,7.0,7.0,129.5,1,0,1,0,0,18.0,0,0.0,8.0,8.0,7.0,12.324285714285711,0,0.0,8.0,8.0,7.0,12.324285714285711,0,10.8,1.4,1.74,Graduate
203,1,44,1,9238,1,39,130.0,1,38,38,5.0,10.0,126.7,0,1,1,0,0,21.0,0,3.0,6.0,6.0,6.0,12.166666666666666,0,2.0,6.0,7.0,6.0,11.714285714285714,0,13.9,-0.3,0.79,Graduate
204,1,17,2,9238,1,1,128.0,1,19,37,9.0,8.0,116.5,0,0,1,0,1,18.0,0,0.0,6.0,11.0,5.0,11.142857142857142,0,0.0,6.0,11.0,4.0,11.25,0,16.2,0.3,-0.92,Graduate
205,1,1,1,9238,1,1,132.0,1,34,34,0.0,0.0,119.1,1,0,1,0,0,18.0,0,0.0,6.0,9.0,4.0,11.0,0,0.0,6.0,9.0,4.0,10.75,0,7.6,2.6,0.32,Graduate
206,1,1,2,9500,1,1,149.0,1,19,38,9.0,9.0,126.5,1,0,1,0,0,18.0,0,0.0,8.0,8.0,7.0,12.914285714285713,0,0.0,8.0,8.0,7.0,12.914285714285713,0,12.7,3.7,-1.7,Graduate
207,1,1,4,9773,1,1,155.0,1,3,19,1.0,4.0,149.8,1,0,1,0,1,18.0,0,0.0,6.0,6.0,6.0,13.833333333333334,0,0.0,6.0,6.0,6.0,14.166666666666666,0,16.2,0.3,-0.92,Graduate
208,1,1,1,9085,1,1,120.0,1,19,1,8.0,7.0,115.1,1,0,1,0,0,19.0,0,0.0,6.0,8.0,6.0,13.857142857142858,0,0.0,6.0,9.0,5.0,13.4,0,13.9,-0.3,0.79,Graduate
209,1,39,1,9254,1,19,133.1,1,3,19,2.0,3.0,124.5,0,0,1,0,1,36.0,0,0.0,6.0,7.0,6.0,13.714285714285714,0,0.0,6.0,6.0,5.0,12.8,0,16.2,0.3,-0.92,Dropout
210,1,1,2,9500,1,1,131.0,1,38,1,7.0,4.0,128.3,1,0,1,0,1,18.0,0,0.0,8.0,8.0,7.0,12.642857142857142,0,0.0,8.0,8.0,7.0,12.642857142857142,0,12.7,3.7,-1.7,Graduate
211,1,1,1,9500,1,1,149.0,1,37,37,9.0,9.0,136.0,0,0,1,0,1,18.0,0,0.0,7.0,7.0,6.0,12.916666666666666,0,0.0,7.0,7.0,6.0,12.916666666666666,0,7.6,2.6,0.32,Graduate
212,1,43,1,9130,1,1,140.0,1,1,3,9.0,2.0,140.0,1,0,1,0,1,20.0,0,0.0,6.0,8.0,6.0,15.625,0,0.0,6.0,8.0,6.0,15.857142857142858,0,13.9,-0.3,0.79,Graduate
213,1,39,1,9991,0,1,133.1,1,37,37,9.0,9.0,126.3,0,0,1,0,1,26.0,0,0.0,5.0,7.0,0.0,0.0,0,0.0,5.0,8.0,0.0,0.0,0,16.2,0.3,-0.92,Dropout
214,1,43,1,9773,1,1,122.0,1,1,1,4.0,5.0,126.9,0,0,1,0,0,21.0,0,0.0,6.0,8.0,6.0,11.714285714285714,0,0.0,6.0,7.0,6.0,12.0,0,7.6,2.6,0.32,Graduate
216,1,18,1,9147,1,1,121.0,1,19,3,5.0,5.0,115.8,1,0,1,0,1,19.0,0,0.0,5.0,7.0,5.0,11.6,0,0.0,5.0,5.0,5.0,11.6,0,12.4,0.5,1.79,Graduate
217,1,39,1,8014,0,1,120.0,1,19,37,8.0,7.0,100.0,1,0,1,0,0,24.0,0,0.0,6.0,11.0,1.0,10.0,0,0.0,6.0,6.0,0.0,0.0,6,9.4,-0.8,-3.12,Dropout
218,1,39,1,8014,0,1,133.1,1,1,19,5.0,4.0,102.5,0,0,1,0,1,27.0,0,0.0,6.0,16.0,1.0,10.0,0,0.0,6.0,13.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
219,1,17,1,9085,1,1,121.0,1,19,37,1.0,3.0,131.5,0,0,1,0,0,21.0,0,0.0,5.0,10.0,0.0,0.0,1,0.0,5.0,9.0,2.0,13.5,0,7.6,2.6,0.32,Dropout
220,1,1,1,9147,1,1,133.0,1,38,38,7.0,7.0,147.0,0,0,1,0,1,18.0,0,0.0,5.0,7.0,4.0,13.0,0,0.0,5.0,8.0,3.0,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
221,2,1,4,9853,1,1,134.0,1,37,37,5.0,7.0,122.5,0,0,1,0,1,19.0,0,0.0,6.0,6.0,6.0,13.333333333333334,0,0.0,6.0,6.0,6.0,14.5,0,10.8,1.4,1.74,Graduate
222,1,1,3,9254,1,1,115.0,1,1,1,3.0,3.0,117.5,1,0,1,0,0,18.0,0,0.0,6.0,9.0,4.0,11.25,0,0.0,6.0,13.0,2.0,12.5,0,9.4,-0.8,-3.12,Dropout
223,1,51,1,9500,1,1,127.0,1,19,1,5.0,9.0,150.0,0,0,1,0,1,19.0,0,0.0,7.0,9.0,5.0,13.85,0,0.0,8.0,9.0,7.0,12.19285714285714,0,11.1,0.6,2.02,Graduate
224,1,18,1,9500,1,1,135.0,1,1,38,4.0,5.0,127.5,1,0,1,0,1,19.0,0,0.0,7.0,8.0,6.0,13.741666666666667,0,0.0,8.0,9.0,7.0,14.9125,0,16.2,0.3,-0.92,Graduate
225,2,7,1,9991,0,9,140.0,1,40,5,3.0,3.0,140.0,0,0,1,0,0,33.0,0,2.0,6.0,7.0,6.0,15.333333333333334,0,0.0,5.0,5.0,5.0,15.8,0,11.1,0.6,2.02,Graduate
226,2,7,1,9147,1,3,130.0,1,1,4,3.0,10.0,130.0,0,0,1,0,0,45.0,0,0.0,5.0,6.0,5.0,11.0,0,0.0,5.0,5.0,5.0,13.8,0,12.4,0.5,1.79,Graduate
227,1,1,1,9238,1,1,135.0,1,1,1,9.0,9.0,133.3,0,0,1,0,1,20.0,0,0.0,6.0,6.0,6.0,12.0,0,0.0,6.0,7.0,6.0,12.857142857142858,0,11.1,0.6,2.02,Graduate
228,1,39,2,9670,1,1,140.0,1,34,34,0.0,0.0,97.0,1,0,1,0,0,28.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,5.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
229,1,43,1,9500,1,1,120.0,1,1,1,5.0,8.0,112.0,1,0,1,0,1,19.0,0,0.0,8.0,15.0,7.0,11.571428571428571,0,0.0,8.0,15.0,7.0,11.571428571428571,0,12.7,3.7,-1.7,Graduate
230,1,1,2,9254,1,1,140.0,1,1,37,4.0,5.0,123.6,1,0,1,0,0,18.0,0,0.0,6.0,10.0,6.0,12.857142857142858,0,0.0,6.0,6.0,3.0,12.666666666666666,0,12.7,3.7,-1.7,Graduate
231,1,39,1,9254,1,3,133.1,1,19,19,4.0,6.0,130.5,0,0,1,0,0,38.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
232,1,1,2,9670,1,1,135.0,1,1,3,4.0,3.0,133.3,0,0,1,0,0,19.0,0,0.0,5.0,5.0,5.0,13.0,0,0.0,5.0,5.0,5.0,13.2,0,9.4,-0.8,-3.12,Graduate
233,1,1,1,9254,1,1,123.0,1,1,37,9.0,9.0,132.1,0,0,1,0,1,21.0,0,0.0,6.0,9.0,5.0,11.0,0,0.0,6.0,8.0,5.0,12.0,0,15.5,2.8,-4.06,Graduate
234,1,1,1,9147,1,1,133.1,1,37,1,9.0,10.0,100.0,0,0,1,0,0,21.0,0,0.0,5.0,12.0,3.0,12.0,0,0.0,5.0,12.0,1.0,15.0,3,16.2,0.3,-0.92,Dropout
235,1,1,1,9238,1,1,154.0,1,38,37,9.0,9.0,140.4,0,0,1,0,1,22.0,0,0.0,6.0,6.0,5.0,12.6,0,0.0,6.0,6.0,6.0,13.0,0,10.8,1.4,1.74,Graduate
236,1,1,1,9853,1,1,148.0,1,19,19,5.0,7.0,141.7,0,0,1,0,1,18.0,0,0.0,6.0,8.0,5.0,13.4,0,0.0,6.0,7.0,6.0,13.166666666666666,0,9.4,-0.8,-3.12,Graduate
237,1,17,2,9238,1,1,133.0,1,37,37,3.0,9.0,119.7,0,0,1,0,1,18.0,0,0.0,6.0,9.0,6.0,11.333333333333334,0,0.0,6.0,9.0,6.0,11.571428571428571,0,15.5,2.8,-4.06,Graduate
238,1,1,1,9130,1,1,126.0,1,19,1,9.0,9.0,122.5,1,0,0,0,0,25.0,0,0.0,5.0,14.0,4.0,13.5,2,0.0,5.0,10.0,4.0,14.25,0,9.4,-0.8,-3.12,Dropout
239,1,39,1,9085,1,19,133.1,1,19,19,9.0,7.0,140.0,0,1,0,0,0,24.0,0,2.0,6.0,11.0,3.0,11.75,0,1.0,6.0,14.0,3.0,10.333333333333334,0,16.2,0.3,-0.92,Dropout
242,1,1,2,9147,1,1,118.0,1,37,19,5.0,5.0,119.1,1,0,1,0,1,20.0,0,0.0,5.0,5.0,5.0,11.6,0,0.0,5.0,5.0,5.0,13.6,0,12.4,0.5,1.79,Graduate
243,1,39,1,9147,1,1,120.0,1,37,1,9.0,1.0,122.7,0,0,0,0,0,25.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,9.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
244,1,1,1,9147,1,1,127.0,1,38,19,9.0,10.0,117.9,0,0,1,0,1,20.0,0,5.0,10.0,13.0,9.0,12.9,0,4.0,10.0,12.0,10.0,12.363636363636363,0,8.9,1.4,3.51,Graduate
245,1,7,1,9500,1,3,130.0,1,19,38,5.0,3.0,130.0,0,0,1,0,0,23.0,0,0.0,8.0,8.0,8.0,13.22,0,0.0,8.0,8.0,8.0,13.22,0,9.4,-0.8,-3.12,Graduate
246,1,17,3,9500,1,1,129.0,1,19,37,7.0,6.0,120.0,1,0,1,0,1,19.0,0,0.0,8.0,8.0,7.0,13.151428571428571,0,0.0,8.0,8.0,7.0,13.151428571428571,0,10.8,1.4,1.74,Graduate
247,1,44,1,9003,1,39,130.0,1,37,37,9.0,10.0,130.0,0,1,0,0,0,29.0,0,0.0,6.0,13.0,3.0,12.75,0,0.0,6.0,8.0,3.0,11.333333333333334,0,13.9,-0.3,0.79,Dropout
248,1,1,3,9254,1,1,121.0,1,19,37,4.0,7.0,116.8,1,0,1,0,0,21.0,0,0.0,6.0,8.0,6.0,11.333333333333334,0,0.0,6.0,8.0,4.0,12.25,0,11.1,0.6,2.02,Graduate
249,1,1,1,9670,1,1,136.0,1,19,1,9.0,8.0,123.4,1,0,1,0,1,18.0,0,0.0,6.0,10.0,6.0,13.25,0,0.0,6.0,13.0,5.0,14.142857142857142,0,11.1,0.6,2.02,Graduate
251,1,1,3,9773,1,1,131.0,1,38,37,7.0,7.0,127.2,1,0,1,0,1,18.0,0,0.0,6.0,6.0,6.0,15.0,0,0.0,6.0,6.0,6.0,12.833333333333334,0,8.9,1.4,3.51,Dropout
252,1,1,1,9085,1,1,122.0,1,9,19,5.0,6.0,103.4,0,0,1,0,0,19.0,0,0.0,5.0,6.0,5.0,14.4,0,0.0,5.0,6.0,5.0,13.0,0,7.6,2.6,0.32,Graduate
254,1,17,1,9147,1,1,136.0,1,1,1,4.0,4.0,124.1,0,0,1,0,0,18.0,0,0.0,5.0,8.0,5.0,12.4,0,0.0,5.0,6.0,5.0,10.8,0,8.9,1.4,3.51,Graduate
255,2,39,1,9130,1,19,133.1,1,38,37,7.0,7.0,99.5,1,1,0,0,1,37.0,0,0.0,7.0,13.0,1.0,16.0,0,0.0,7.0,12.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
256,1,17,1,9991,0,40,127.0,1,37,37,6.0,6.0,124.9,0,0,1,0,0,29.0,0,0.0,5.0,10.0,5.0,13.571428571428571,0,0.0,5.0,14.0,5.0,12.333333333333334,3,16.2,0.3,-0.92,Graduate
258,1,1,1,9238,1,1,121.0,1,1,1,9.0,8.0,118.9,1,0,1,0,1,19.0,0,0.0,6.0,8.0,5.0,11.666666666666666,0,0.0,6.0,9.0,5.0,12.666666666666666,0,12.4,0.5,1.79,Graduate
259,1,43,1,9238,1,1,124.0,1,1,1,3.0,1.0,118.8,1,1,0,0,0,22.0,0,6.0,10.0,16.0,6.0,11.833333333333334,0,2.0,7.0,8.0,2.0,13.0,0,16.2,0.3,-0.92,Dropout
260,1,1,1,9254,1,1,131.0,1,37,38,9.0,7.0,137.0,0,0,1,0,1,20.0,0,0.0,6.0,8.0,6.0,11.166666666666666,0,0.0,6.0,10.0,5.0,10.6,0,15.5,2.8,-4.06,Graduate
261,1,39,1,8014,0,1,100.0,1,37,37,5.0,7.0,100.0,0,0,1,0,0,34.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,12.7,3.7,-1.7,Dropout
262,1,43,1,9119,1,1,130.0,1,37,38,9.0,9.0,120.0,0,1,0,0,0,30.0,0,8.0,12.0,17.0,8.0,11.75,0,6.0,12.0,19.0,6.0,12.166666666666666,2,7.6,2.6,0.32,Dropout
263,1,1,1,9238,1,1,135.0,1,1,1,4.0,4.0,122.8,0,0,1,0,0,18.0,0,0.0,6.0,7.0,6.0,14.0,0,0.0,6.0,7.0,6.0,14.0,0,10.8,1.4,1.74,Graduate
264,1,1,1,9238,1,1,130.0,1,38,19,9.0,5.0,121.6,0,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,12.833333333333334,0,0.0,6.0,6.0,6.0,12.0,0,12.4,0.5,1.79,Graduate
265,1,1,2,9773,1,1,146.0,1,3,1,1.0,3.0,149.2,1,0,1,0,0,18.0,0,0.0,6.0,11.0,4.0,12.25,0,0.0,6.0,10.0,3.0,11.666666666666666,0,9.4,-0.8,-3.12,Graduate
266,1,17,4,9500,1,1,146.0,1,4,1,2.0,3.0,140.0,1,0,1,0,0,18.0,0,0.0,8.0,8.0,7.0,14.828571428571427,0,0.0,8.0,8.0,7.0,14.828571428571427,0,12.7,3.7,-1.7,Graduate
267,1,1,2,9773,1,1,154.0,1,38,38,9.0,9.0,133.4,1,0,1,0,1,19.0,0,0.0,6.0,7.0,5.0,11.4,0,0.0,6.0,8.0,5.0,12.8,0,12.7,3.7,-1.7,Graduate
268,1,1,1,9070,1,1,137.0,1,37,37,9.0,9.0,126.2,1,0,1,0,1,19.0,0,0.0,6.0,6.0,6.0,13.0,0,0.0,6.0,8.0,6.0,12.5,0,10.8,1.4,1.74,Graduate
269,1,1,5,9500,1,1,151.0,1,1,1,9.0,9.0,127.8,0,0,1,0,1,18.0,0,0.0,8.0,8.0,7.0,13.671428571428573,0,0.0,8.0,8.0,7.0,13.671428571428573,0,12.7,3.7,-1.7,Graduate
270,1,44,1,9003,1,39,150.0,1,37,38,4.0,8.0,150.0,0,0,1,0,1,21.0,0,0.0,6.0,9.0,6.0,12.666666666666666,0,0.0,6.0,8.0,5.0,12.8,0,13.9,-0.3,0.79,Graduate
271,1,1,2,9147,1,1,121.0,1,1,19,9.0,9.0,113.7,1,0,0,0,0,20.0,0,0.0,5.0,10.0,2.0,10.0,0,0.0,5.0,12.0,1.0,13.0,0,7.6,2.6,0.32,Dropout
272,1,17,1,9147,1,1,122.0,1,12,19,4.0,8.0,117.8,1,0,1,0,0,20.0,0,0.0,5.0,10.0,5.0,13.5,0,0.0,5.0,8.0,5.0,12.333333333333334,0,13.9,-0.3,0.79,Graduate
273,1,1,1,9500,1,1,143.0,1,5,1,2.0,5.0,136.7,0,0,1,0,0,19.0,0,2.0,7.0,8.0,7.0,12.67,0,1.0,8.0,8.0,8.0,13.55,0,11.1,0.6,2.02,Graduate
